a=0.07606123407595893;b=-0.09146926110660825;c=2.6962693795321626;correlation coefficient=0.733466138982046;p value=3.686675055511642e-12
1	-0.3941	-1.2941	0.6721
2	0.1574	-0.4951	0.9111
3	0.6579	0.1605	1.2172
4	0.8807	0.4096	1.3817
5	1.0214	0.5770	1.4825
6	1.0824	0.5993	1.5618
7	1.4868	0.9490	2.0426
8	1.8553	1.2421	2.4926
9	1.9248	1.3486	2.5261
10	2.0808	1.5073	2.6752
11	2.0152	1.6096	2.4226
12	1.9703	1.6272	2.3070
13	2.0383	1.7670	2.3288
14	2.1550	1.8913	2.4262
15	2.4438	2.1546	2.7343
16	2.2219	1.8381	2.5965
17	2.2551	1.8684	2.6311
18	1.7739	1.3647	2.2268
19	2.1294	1.8117	2.4481
20	1.9903	1.6243	2.3726
21	2.2396	1.8060	2.6615
22	2.3682	1.9093	2.7978
23	2.1867	1.8267	2.5386
24	2.3760	2.1214	2.6382
25	2.3310	1.9305	2.7126
26	2.3828	2.1208	2.6452
27	2.3723	2.1225	2.6268
28	2.3367	2.0736	2.5965
29	2.3972	2.0759	2.7019
30	2.4071	2.1099	2.6856
31	2.5556	2.2581	2.8373
32	2.6913	2.3498	3.0335
33	2.7891	2.3668	3.2053
34	2.9035	2.5863	3.2079
35	2.8905	2.6423	3.1512
36	2.9151	2.6457	3.1867
37	3.1681	2.8987	3.4331
38	3.2307	2.9564	3.4930
39	3.1511	2.8893	3.3995
40	3.0904	2.8327	3.3406
41	3.1006	2.8406	3.3505
42	3.0864	2.8367	3.3364
43	3.0302	2.7747	3.2873
44	2.9387	2.6499	3.2293
45	2.9772	2.7322	3.2257
46	3.0701	2.8137	3.3158
47	3.1122	2.8576	3.3594
48	3.2424	2.9687	3.5074
49	3.4104	3.1216	3.6854
50	3.5894	3.2847	3.8931
51	3.7371	3.3967	4.0551
52	3.9765	3.5770	4.3648
53	4.0555	3.6462	4.4587
54	4.0458	3.6268	4.4513
55	3.9338	3.5561	4.2967
56	3.7706	3.3889	4.1036
57	3.8749	3.4721	4.2232
58	3.8532	3.4638	4.1891
59	3.8398	3.4614	4.1656
60	3.9253	3.5397	4.2692
61	4.5764	4.0855	5.0457
62	3.6130	3.2156	3.9941
63	3.6186	3.1102	4.1161
64	4.0384	3.3294	4.6968
65	3.8112	3.2692	4.3458
