a=0.0340633452475374;b=2.649973754022795;c=-1.7862541971553;correlation coefficient=0.9644965440301091;p value=3.8608778128332736e-38
1	0.3755
2	0.4793
3	1.2978
4	1.4375
5	1.4691
6	1.5002
7	1.5843
8	1.3035
9	1.4831
10	0.9432
11	0.8574
12	0.9683
13	0.9567
14	1.6444
15	1.9760
16	2.4362
17	1.9267
18	2.2546
19	1.5550
20	1.2246
21	1.2550
22	1.1895
23	0.8460
24	0.7259
25	1.5455
26	1.8918
27	2.0081
28	2.2369
29	2.6118
30	2.7641
31	2.6180
32	2.5722
33	2.8378
34	3.5704
35	3.8048
36	3.4819
37	3.4132
38	3.5219
39	3.7638
40	4.2895
41	4.1214
42	3.9181
43	4.0569
44	4.2574
45	4.2927
46	4.3140
47	4.4802
48	4.6985
49	4.9490
50	5.0161
51	5.2755
52	4.7348
53	4.2477
54	3.4079
55	3.0499
56	4.1716
57	3.2566
58	2.8879
59	2.8538
60	2.8009
61	2.5630
62	3.0556
63	3.0680
64	3.0537
65	3.6046
