a=-0.8072011929334599;b=-14.79112670548382;c=16.714557385115366;correlation coefficient=0.8197645547361861;p value=6.80924078496105e-17
1	1.1162	0.6061	1.6218
2	1.2551	0.7097	1.7817
3	1.3565	0.8136	1.8917
4	1.3498	0.8117	1.8667
5	1.5282	1.0023	2.0560
6	1.4307	0.8839	1.9793
7	1.3541	0.8350	1.8572
8	1.3027	0.9018	1.7050
9	1.3236	0.9958	1.6570
10	1.3932	1.1050	1.6802
11	1.1360	0.7573	1.5016
12	1.1068	0.7057	1.4858
13	1.1688	0.7342	1.5659
14	1.4098	1.0081	1.7720
15	1.7269	1.3441	2.0712
16	1.4161	0.9648	1.8182
17	1.6324	1.2614	1.9676
18	1.2550	0.8709	1.6078
19	1.7336	1.4333	2.0120
20	1.5317	1.1916	1.8386
21	1.6925	1.3349	2.0122
22	1.8504	1.5174	2.1476
23	1.7555	1.4464	2.0392
24	2.1725	1.9406	2.3763
25	1.7176	1.3543	2.0405
26	2.0857	1.8380	2.3108
27	2.0710	1.8237	2.2975
28	2.0705	1.8267	2.2928
29	2.4430	2.2418	2.6420
30	2.4133	2.2128	2.6079
31	2.5963	2.3969	2.7836
32	2.9347	2.7307	3.1489
33	3.2441	2.9914	3.5049
34	3.2139	2.9934	3.4353
35	3.0307	2.8277	3.2259
36	3.2038	2.9837	3.4243
37	3.4042	3.1765	3.6166
38	3.4623	3.2296	3.6788
39	3.3588	3.1349	3.5725
40	3.2361	3.0226	3.4376
41	3.2976	3.0789	3.5075
42	3.4471	3.2028	3.6940
43	3.4822	3.2206	3.7549
44	3.5017	3.2157	3.8012
45	3.3985	3.1477	3.6610
46	3.3724	3.1407	3.6047
47	3.4704	3.2245	3.7202
48	3.4856	3.2514	3.7141
49	3.7381	3.4812	3.9965
50	3.8455	3.5806	4.1058
51	3.9173	3.6349	4.1831
52	3.9414	3.6449	4.2291
53	4.0124	3.7053	4.3072
54	3.9228	3.6213	4.2235
55	3.9970	3.6958	4.2884
56	4.4187	4.0722	4.7764
57	4.5572	4.1892	4.9367
58	4.5001	4.1407	4.8697
59	4.3459	4.0110	4.6925
60	4.3354	3.9990	4.6680
61	4.7495	4.3495	5.1593
62	3.4627	3.2185	3.6984
63	3.2425	2.9818	3.4843
64	3.3384	3.0361	3.6295
65	3.4932	3.2422	3.7402
